C2min_1,C2min_2,C2min_3,C2pls_1,C2pls_2,C2pls_3,Score,Intensity,MS/MS count,Description,Fasta headers,Protein IDs,Majority protein IDs
22.3996,22.2151,22.3146,22.8274,22.9442,23.1916,62.736,7.61774,29,rhoptry neck protein 2,1452000.1  1452000 rhoptry neck protein 2  rhoptry neck protein 2  Pf3D7_14_v3:2134298-2140867(+)  2189,PF3D7_1452000,PF3D7_1452000
22.482,21.956,22.081,22.8503,22.9217,22.9023,21.266,7.58099,17,choline-phosphate cytidylyltransferase,1316600.1  1316600 choline-phosphate cytidylyltransferase  choline-phosphate cytidylyltransferase  Pf3D7_13_v3:691014-694125(+)  896,PF3D7_1316600,PF3D7_1316600
21.8017,21.8004,19.5204,21.7615,21.8338,21.8268,3.853,7.31239,9,"conserved Plasmodium protein, unknown function","0828900.1  0828900 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_08_v3:1241966-1242895(-)  185",PF3D7_0828900,PF3D7_0828900
21.5943,21.6373,20.2585,22.2115,22.1627,21.7631,16.429,7.30194,11,"conserved Plasmodium protein, unknown function","1366900.1  1366900 conserved Plasmodium protein, unknown function  conserved Plasmodium protein, unknown function  Pf3D7_13_v3:2675590-2677966(+)  685",PF3D7_1366900,PF3D7_1366900
19.868,20.6132,19.0978,20.7898,20.5675,20.9248,3.8501,6.87733,7,"elongation factor Tu, putative","0931000.1  0931000 elongation factor Tu, putative  elongation factor Tu, putative  Pf3D7_09_v3:1248866-1251601(-)  911",PF3D7_0931000,PF3D7_0931000
20.6147,22.6835,22.516,22.7871,22.7593,23.0118,12.562,7.59472,10,"Plasmodium exported protein (PHISTb), unknown function","0532300.1  0532300 Plasmodium exported protein (PHISTb), unknown function  Plasmodium exported protein (PHISTb), unknown function  Pf3D7_05_v3:1308278-1309940(+)  509",PF3D7_0532300,PF3D7_0532300
20.2079,21.5238,21.606,22.117,22.0952,22.2006,24.392,7.35734,22,"AP-1 complex subunit gamma, putative","1455500.1  1455500 AP-1 complex subunit gamma, putative  AP-1 complex subunit gamma, putative  Pf3D7_14_v3:2267201-2270851(+)  1081",PF3D7_1455500,PF3D7_1455500
19.0389,20.6683,19.3785,20.748,21.0941,21.1756,13.018,7.00243,10,heat shock protein 60,1015600.1  1015600 heat shock protein 60  heat shock protein 60  Pf3D7_10_v3:627044-629040(-)  580,PF3D7_1015600,PF3D7_1015600
20.2869,22.172,18.9918,21.6958,21.8257,21.912,19.929,7.26328,13,CUGBP Elav-like family member 1,1359400.1  1359400 CUGBP Elav-like family member 1  CUGBP Elav-like family member 1  Pf3D7_13_v3:2359251-2361198(-)  509,PF3D7_1359400,PF3D7_1359400
19.1105,19.3232,21.2021,21.0806,21.4113,21.3752,3.8581,7.10144,4,"ribonucleoside-diphosphate reductase large subunit, putative","1437200.1  1437200 ribonucleoside-diphosphate reductase large subunit, putative  ribonucleoside-diphosphate reductase large subunit, putative  Pf3D7_14_v3:1507359-1510089(-)  847",PF3D7_1437200,PF3D7_1437200
19.3216,19.7488,21.5195,21.8649,21.5811,22.0803,24.82,7.17912,15,"krox-like protein, putative","1344100.1  1344100 krox-like protein, putative  krox-like protein, putative  Pf3D7_13_v3:1764190-1766607(+)  805",PF3D7_1344100,PF3D7_1344100
18.9321,20.2862,19.7511,21.296,21.2883,21.6929,239.65,7.00393,14,"leucine carboxyl methyltransferase, putative","1439700.1  1439700 leucine carboxyl methyltransferase, putative  leucine carboxyl methyltransferase, putative  Pf3D7_14_v3:1613853-1615542(-)  327",PF3D7_1439700,PF3D7_1439700
19.4645,19.4658,19.8021,21.4328,21.4558,21.4546,4.2874,7.11511,4,gametocytogenesis-implicated protein,0935600.1  0935600 gametocytogenesis-implicated protein  gametocytogenesis-implicated protein  Pf3D7_09_v3:1405192-1407022(+)  512,PF3D7_0935600,PF3D7_0935600
18.3651,18.3087,18.1867,20.2089,20.1684,20.2455,1.7536,6.16403,3,EMP1-trafficking protein,0202200.1  0202200 EMP1-trafficking protein  EMP1-trafficking protein  Pf3D7_02_v3:112547-113682(-)  290,PF3D7_0202200,PF3D7_0202200
19.7482,19.0412,20.337,21.8714,21.9434,21.8967,2.7878,7.1891,8,thymidylate kinase,1251300.1  1251300 thymidylate kinase  thymidylate kinase  Pf3D7_12_v3:2095062-2096508(-)  210,PF3D7_1251300,PF3D7_1251300
19.6968,19.1126,19.5896,22.3605,22.2204,22.417,5.3749,7.23047,7,"Plasmodium exported protein (PHISTb), unknown function","1476300.1  1476300 Plasmodium exported protein (PHISTb), unknown function  Plasmodium exported protein (PHISTb), unknown function  Pf3D7_14_v3:3139140-3140982(+)  572",PF3D7_1476300,PF3D7_1476300
